iter	Logloss
0	0.6065632747
1	0.5213897188
2	0.4594115927
3	0.4043915861
4	0.3544382341
5	0.3164699854
6	0.2835505462
7	0.2567474958
8	0.2343304659
9	0.2133056283
10	0.1952467759
11	0.183125375
12	0.1706489871
13	0.1601309649
14	0.151692726
15	0.1438658414
16	0.1379396345
17	0.1328761889
18	0.127455345
19	0.1226553033
20	0.1184218461
21	0.115387447
22	0.111863256
23	0.1095925175
24	0.1069829629
25	0.1048625801
26	0.1032837361
27	0.1011562428
28	0.09942555027
29	0.09809573826
30	0.09627497235
31	0.09448837988
32	0.09300435372
33	0.09181643006
34	0.09012229963
35	0.0890242343
36	0.08787796882
37	0.08702828424
38	0.08596882787
39	0.08482877629
40	0.08379077269
41	0.0829529901
42	0.08209894539
43	0.08130559272
44	0.08051477516
45	0.07914985124
46	0.07828378688
47	0.07752320622
48	0.07642737259
49	0.07534828734
50	0.07400351987
51	0.0731944924
52	0.07244292575
53	0.07174188378
54	0.07097626838
55	0.0699343307
56	0.06948021074
57	0.06902680456
58	0.06861115064
59	0.0681704441
60	0.06744603103
61	0.06686167803
62	0.06628499554
63	0.06547317683
64	0.06476205771
65	0.06404658424
66	0.06334884375
67	0.06278928846
68	0.0624572681
69	0.06205439656
70	0.06151899056
71	0.0609023342
72	0.06055260731
73	0.06019094089
74	0.05933965425
75	0.05906525039
76	0.05832879173
77	0.05798120567
78	0.05721226113
79	0.05692597475
80	0.05668040928
81	0.05642737783
82	0.05591217596
83	0.05504787137
84	0.05419782238
85	0.05396758178
86	0.05348115183
87	0.05295416716
88	0.05232481518
89	0.05189718747
90	0.05144394501
91	0.05082343299
92	0.05040844757
93	0.05022073128
94	0.05008346003
95	0.04980330699
96	0.04956686205
97	0.04934797827
98	0.04904562138
99	0.04887423819
100	0.0484677331
101	0.04799297546
102	0.04775777095
103	0.04732995762
104	0.0471747745
105	0.04699378645
106	0.04670212281
107	0.04647305987
108	0.04626000438
109	0.04599096021
110	0.04569828536
111	0.04534559555
112	0.04506829423
113	0.04467978502
114	0.0443610736
115	0.04413024033
116	0.04393514016
117	0.04374721268
118	0.04369162689
119	0.04337771327
120	0.04301539856
121	0.04275159799
122	0.04251168077
123	0.04219605762
124	0.0420414051
125	0.04184613585
126	0.0417290029
127	0.04137263176
128	0.04121888887
129	0.04098538902
130	0.0408026611
131	0.04049115209
132	0.04020888612
133	0.04008682312
134	0.03993646695
135	0.03974794139
136	0.03964751995
137	0.03953585299
138	0.03936867001
139	0.0391545707
140	0.03906715046
141	0.03894125631
142	0.03875980131
143	0.03852756721
144	0.03825601441
145	0.03810690205
146	0.03799205542
147	0.0378695632
148	0.03774782234
149	0.03752108637
150	0.03741910647
151	0.03728030048
152	0.03703414323
153	0.03689765995
154	0.03657042957
155	0.0364805542
156	0.03631220202
157	0.03623017137
158	0.03609779987
159	0.03590011696
160	0.03566487485
161	0.03543238964
162	0.0353201711
163	0.03521973856
164	0.03516029146
165	0.03497535466
166	0.03485296709
167	0.03479196904
168	0.03446253651
169	0.03435970712
170	0.03422652718
171	0.03406731082
172	0.03379991272
173	0.03356026734
174	0.03340799941
175	0.03333458182
176	0.03322591775
177	0.03306818399
178	0.03295368706
179	0.03288823209
180	0.03266800572
181	0.03247982126
182	0.03242679296
183	0.03227893107
184	0.03214425634
185	0.03195319394
186	0.03186488822
187	0.03179905161
188	0.03157029596
189	0.03145967875
190	0.03128935815
191	0.03114311229
192	0.03105088106
193	0.03093529229
194	0.0307717109
195	0.03063165246
196	0.03047103244
197	0.03033985988
198	0.03024014754
199	0.03018510055
200	0.03001992854
201	0.0298324229
202	0.02973129357
203	0.0296196352
204	0.02953827115
205	0.02937132997
206	0.02915737719
207	0.02909129336
208	0.028977662
209	0.02884116282
210	0.02877973089
211	0.02855304732
212	0.02850294831
213	0.02845846832
214	0.02831061683
215	0.02815927324
216	0.02805867361
217	0.02787873988
218	0.0278247219
219	0.02773473189
220	0.02762735643
221	0.02757644168
222	0.02748334403
223	0.02736442198
224	0.02726341934
225	0.02703174243
226	0.02693490868
227	0.02686444
228	0.02671137795
229	0.0266769094
230	0.02660625826
231	0.02644841217
232	0.02632451275
233	0.02626031816
234	0.02620567205
235	0.02612321789
236	0.02606026055
237	0.02588267501
238	0.0258341159
239	0.02581336686
240	0.02563343975
241	0.02559462023
242	0.025518351
243	0.02538628529
244	0.02531584217
245	0.02526533484
246	0.02522854071
247	0.02516810531
248	0.02504197756
249	0.02490744005
250	0.02482667652
251	0.02468402393
252	0.02451726753
253	0.0244450639
254	0.02432709294
255	0.02426139009
256	0.02422982831
257	0.02416363859
258	0.02403525074
259	0.02392398986
260	0.02386856157
261	0.02380673487
262	0.02375444996
263	0.02370957593
264	0.02363071459
265	0.02351118103
266	0.02348420271
267	0.02344342801
268	0.02337340452
269	0.02323369205
270	0.0231522791
271	0.0231253505
272	0.02306375797
273	0.02297825212
274	0.02288249807
275	0.02277590252
276	0.02269942911
277	0.02262492748
278	0.02260658889
279	0.02253232175
280	0.02250859802
281	0.02246046027
282	0.02229368471
283	0.02217602738
284	0.02207584706
285	0.02199882151
286	0.02188812627
287	0.02182811027
288	0.02173611649
289	0.02168757136
290	0.02156312326
291	0.02150612552
292	0.02145202871
293	0.02139933574
294	0.02133808305
295	0.02130469627
296	0.02117643345
297	0.02110893151
298	0.02101964567
299	0.02096616659
300	0.02089132678
301	0.02082668977
302	0.02076973011
303	0.0206720374
304	0.02066512694
305	0.020589394
306	0.02050080577
307	0.02045295925
308	0.02041767529
309	0.02039712055
310	0.02028896337
311	0.02018332561
312	0.02011846841
313	0.02011404241
314	0.02003226487
315	0.01999995665
316	0.0199104699
317	0.0198546068
318	0.01979307369
319	0.01974243598
320	0.01973141409
321	0.01964204137
322	0.01962519238
323	0.01954876695
324	0.019509774
325	0.01943879542
326	0.0194170003
327	0.01940318725
328	0.0193265941
329	0.01932019591
330	0.01921197389
331	0.01913393727
332	0.01908634061
333	0.01906020485
334	0.01901234231
335	0.01892825267
336	0.01892063438
337	0.01882472441
338	0.01882143095
339	0.01879579677
340	0.01872015068
341	0.01864112071
342	0.01852430712
343	0.01845726502
344	0.01836219
345	0.0183621543
346	0.01830987553
347	0.01828317472
348	0.0182080792
349	0.01819006387
350	0.01813817741
351	0.01810482707
352	0.01810005311
353	0.01801312136
354	0.01794613833
355	0.01784968708
356	0.01778196422
357	0.01771117458
358	0.01764035961
359	0.01759910792
360	0.01759872635
361	0.01754948387
362	0.01745873666
363	0.01742039441
364	0.01737096801
365	0.01730256515
